TX,t_y,Model,ParamSensitivity,ParamSpecificity,ProbMassFunc
77,3,"Item-level (0.7,0.8)",0.7,0.8,0.107253848
77,4,"Item-level (0.7,0.8)",0.7,0.8,0.888008623
78,0,"Item-level (0.7,0.8)",0.7,0.8,4.72333694767697e-07
78,1,"Item-level (0.7,0.8)",0.7,0.8,7.45132412427295e-05
78,2,"Item-level (0.7,0.8)",0.7,0.8,0.0042347
78,3,"Item-level (0.7,0.8)",0.7,0.8,0.102605828
78,4,"Item-level (0.7,0.8)",0.7,0.8,0.893084486
79,0,"Item-level (0.7,0.8)",0.7,0.8,3.89607414450723e-07
79,1,"Item-level (0.7,0.8)",0.7,0.8,6.45116421023326e-05
79,2,"Item-level (0.7,0.8)",0.7,0.8,0.00385119
79,3,"Item-level (0.7,0.8)",0.7,0.8,0.098088261
79,4,"Item-level (0.7,0.8)",0.7,0.8,0.897995649
80,0,"Item-level (0.7,0.8)",0.7,0.8,3.20783219683256e-07
80,1,"Item-level (0.7,0.8)",0.7,0.8,5.57666960504892e-05
80,2,"Item-level (0.7,0.8)",0.7,0.8,0.003498304
80,3,"Item-level (0.7,0.8)",0.7,0.8,0.093701034
80,4,"Item-level (0.7,0.8)",0.7,0.8,0.902744575
81,0,"Item-level (0.7,0.8)",0.7,0.8,2.63627901992825e-07
81,1,"Item-level (0.7,0.8)",0.7,0.8,4.81319957191617e-05
81,2,"Item-level (0.7,0.8)",0.7,0.8,0.003173969
81,3,"Item-level (0.7,0.8)",0.7,0.8,0.089443821
81,4,"Item-level (0.7,0.8)",0.7,0.8,0.907333815
82,0,"Item-level (0.7,0.8)",0.7,0.8,2.16249678567489e-07
82,1,"Item-level (0.7,0.8)",0.7,0.8,4.14767501239138e-05
82,2,"Item-level (0.7,0.8)",0.7,0.8,0.002876222
82,3,"Item-level (0.7,0.8)",0.7,0.8,0.085316091
82,4,"Item-level (0.7,0.8)",0.7,0.8,0.911765994
83,0,"Item-level (0.7,0.8)",0.7,0.8,1.77048766603845e-07
83,1,"Item-level (0.7,0.8)",0.7,0.8,3.56842875078153e-05
83,2,"Item-level (0.7,0.8)",0.7,0.8,0.002603205
83,3,"Item-level (0.7,0.8)",0.7,0.8,0.081317123
83,4,"Item-level (0.7,0.8)",0.7,0.8,0.916043811
84,0,"Item-level (0.7,0.8)",0.7,0.8,1.446746912409e-07
84,1,"Item-level (0.7,0.8)",0.7,0.8,3.06506834068433e-05
84,2,"Item-level (0.7,0.8)",0.7,0.8,0.002353162
84,3,"Item-level (0.7,0.8)",0.7,0.8,0.077446012
84,4,"Item-level (0.7,0.8)",0.7,0.8,0.920170031
85,0,"Item-level (0.7,0.8)",0.7,0.8,1.17989470086134e-07
85,1,"Item-level (0.7,0.8)",0.7,0.8,2.62835053156993e-05
85,2,"Item-level (0.7,0.8)",0.7,0.8,0.002124438
85,3,"Item-level (0.7,0.8)",0.7,0.8,0.073701685
85,4,"Item-level (0.7,0.8)",0.7,0.8,0.924147475
86,0,"Item-level (0.7,0.8)",0.7,0.8,9.60359183159356e-08
86,1,"Item-level (0.7,0.8)",0.7,0.8,2.25006657482579e-05
86,2,"Item-level (0.7,0.8)",0.7,0.8,0.001915472
86,3,"Item-level (0.7,0.8)",0.7,0.8,0.070082911
86,4,"Item-level (0.7,0.8)",0.7,0.8,0.92797902
87,0,"Item-level (0.7,0.8)",0.7,0.8,7.80104084180425e-08
87,1,"Item-level (0.7,0.8)",0.7,0.8,1.92293758997726e-05
87,2,"Item-level (0.7,0.8)",0.7,0.8,0.001724796
87,3,"Item-level (0.7,0.8)",0.7,0.8,0.066588308
87,4,"Item-level (0.7,0.8)",0.7,0.8,0.931667589
88,0,"Item-level (0.7,0.8)",0.7,0.8,6.32394988979094e-08
88,1,"Item-level (0.7,0.8)",0.7,0.8,1.64051925261349e-05
88,2,"Item-level (0.7,0.8)",0.7,0.8,0.00155103
88,3,"Item-level (0.7,0.8)",0.7,0.8,0.063216357
88,4,"Item-level (0.7,0.8)",0.7,0.8,0.935216145
89,0,"Item-level (0.7,0.8)",0.7,0.8,5.11599176633458e-08
89,1,"Item-level (0.7,0.8)",0.7,0.8,1.39711510572181e-05
89,2,"Item-level (0.7,0.8)",0.7,0.8,0.001392878
89,3,"Item-level (0.7,0.8)",0.7,0.8,0.05996541
89,4,"Item-level (0.7,0.8)",0.7,0.8,0.93862769
90,0,"Item-level (0.7,0.8)",0.7,0.8,4.1301449215174e-08
90,1,"Item-level (0.7,0.8)",0.7,0.8,1.18769783547271e-05
90,2,"Item-level (0.7,0.8)",0.7,0.8,0.001249125
90,3,"Item-level (0.7,0.8)",0.7,0.8,0.056833702
90,4,"Item-level (0.7,0.8)",0.7,0.8,0.941905255
91,0,"Item-level (0.7,0.8)",0.7,0.8,3.32723310125778e-08
91,1,"Item-level (0.7,0.8)",0.7,0.8,1.00783789088034e-05
91,2,"Item-level (0.7,0.8)",0.7,0.8,0.001118635
91,3,"Item-level (0.7,0.8)",0.7,0.8,0.053819355
91,4,"Item-level (0.7,0.8)",0.7,0.8,0.945051898
92,0,"Item-level (0.7,0.8)",0.7,0.8,2.6746814183448e-08
92,1,"Item-level (0.7,0.8)",0.7,0.8,8.53638864060854e-06
92,2,"Item-level (0.7,0.8)",0.7,0.8,0.001000345
92,3,"Item-level (0.7,0.8)",0.7,0.8,0.050920395
92,4,"Item-level (0.7,0.8)",0.7,0.8,0.948070697
93,0,"Item-level (0.7,0.8)",0.7,0.8,2.14545877797624e-08
93,1,"Item-level (0.7,0.8)",0.7,0.8,7.21679083935805e-06
93,2,"Item-level (0.7,0.8)",0.7,0.8,0.000893261
93,3,"Item-level (0.7,0.8)",0.7,0.8,0.048134753
93,4,"Item-level (0.7,0.8)",0.7,0.8,0.950964748
94,0,"Item-level (0.7,0.8)",0.7,0.8,1.7171804641323e-08
94,1,"Item-level (0.7,0.8)",0.7,0.8,6.08958911096163e-06
94,2,"Item-level (0.7,0.8)",0.7,0.8,0.000796458
94,3,"Item-level (0.7,0.8)",0.7,0.8,0.045460279
94,4,"Item-level (0.7,0.8)",0.7,0.8,0.953737157
95,0,"Item-level (0.7,0.8)",0.7,0.8,1.37134811774471e-08
95,1,"Item-level (0.7,0.8)",0.7,0.8,5.12853255098977e-06
95,2,"Item-level (0.7,0.8)",0.7,0.8,0.000709073
95,3,"Item-level (0.7,0.8)",0.7,0.8,0.042894747
95,4,"Item-level (0.7,0.8)",0.7,0.8,0.956391038
96,0,"Item-level (0.7,0.8)",0.7,0.8,1.09270735026727e-08
96,1,"Item-level (0.7,0.8)",0.7,0.8,4.31068867666046e-06
96,2,"Item-level (0.7,0.8)",0.7,0.8,0.000630306
96,3,"Item-level (0.7,0.8)",0.7,0.8,0.040435864
96,4,"Item-level (0.7,0.8)",0.7,0.8,0.958929509
97,0,"Item-level (0.7,0.8)",0.7,0.8,8.68705881896127e-09
97,1,"Item-level (0.7,0.8)",0.7,0.8,3.6160599606425e-06
97,2,"Item-level (0.7,0.8)",0.7,0.8,0.000559411
97,3,"Item-level (0.7,0.8)",0.7,0.8,0.038081278
97,4,"Item-level (0.7,0.8)",0.7,0.8,0.961355686
98,0,"Item-level (0.7,0.8)",0.7,0.8,6.89037412909082e-09
98,1,"Item-level (0.7,0.8)",0.7,0.8,3.02724010348354e-06
98,2,"Item-level (0.7,0.8)",0.7,0.8,0.000495698
98,3,"Item-level (0.7,0.8)",0.7,0.8,0.035828585
98,4,"Item-level (0.7,0.8)",0.7,0.8,0.963672683
99,0,"Item-level (0.7,0.8)",0.7,0.8,5.45258466000005e-09
99,1,"Item-level (0.7,0.8)",0.7,0.8,2.52910646136e-06
99,2,"Item-level (0.7,0.8)",0.7,0.8,0.000438528
99,3,"Item-level (0.7,0.8)",0.7,0.8,0.033675335
99,4,"Item-level (0.7,0.8)",0.7,0.8,0.965883603
100,0,"Item-level (0.7,0.8)",0.7,0.8,4.30467210000001e-09
100,1,"Item-level (0.7,0.8)",0.7,0.8,2.1085453116e-06
100,2,"Item-level (0.7,0.8)",0.7,0.8,0.000387309
100,3,"Item-level (0.7,0.8)",0.7,0.8,0.03161904
100,4,"Item-level (0.7,0.8)",0.7,0.8,0.967991539
0,0,"Group-level (0.7,1)",0.7,1,1
0,1,"Group-level (0.7,1)",0.7,1,0
0,2,"Group-level (0.7,1)",0.7,1,1.74082970261225e-13
0,3,"Group-level (0.7,1)",0.7,1,0
0,4,"Group-level (0.7,1)",0.7,1,6.61692922676593e-14
1,0,"Group-level (0.7,1)",0.7,1,0.888
1,1,"Group-level (0.7,1)",0.7,1,0.112
1,2,"Group-level (0.7,1)",0.7,1,1.61648472385423e-13
1,3,"Group-level (0.7,1)",0.7,1,0
1,4,"Group-level (0.7,1)",0.7,1,8.17124146124115e-14
2,0,"Group-level (0.7,1)",0.7,1,0.78889697
2,1,"Group-level (0.7,1)",0.7,1,0.2016
2,2,"Group-level (0.7,1)",0.7,1,0.00950303
2,3,"Group-level (0.7,1)",0.7,1,1.82076576038526e-14
2,4,"Group-level (0.7,1)",0.7,1,8.88178419700125e-15
3,0,"Group-level (0.7,1)",0.7,1,0.701205887
3,1,"Group-level (0.7,1)",0.7,1,0.27224381
3,2,"Group-level (0.7,1)",0.7,1,0.026007273
3,3,"Group-level (0.7,1)",0.7,1,0.00054303
3,4,"Group-level (0.7,1)",0.7,1,0
4,0,"Group-level (0.7,1)",0.7,1,0.623609873
4,1,"Group-level (0.7,1)",0.7,1,0.32690755
4,2,"Group-level (0.7,1)",0.7,1,0.047458249
4,3,"Group-level (0.7,1)",0.7,1,0.002008652
4,4,"Group-level (0.7,1)",0.7,1,1.56751014697143e-05
5,0,"Group-level (0.7,1)",0.7,1,0.554941732
5,1,"Group-level (0.7,1)",0.7,1,0.368157736
5,2,"Group-level (0.7,1)",0.7,1,0.07218313
5,3,"Group-level (0.7,1)",0.7,1,0.004643924
5,4,"Group-level (0.7,1)",0.7,1,7.3477038345704e-05
6,0,"Group-level (0.7,1)",0.7,1,0.494167436
6,1,"Group-level (0.7,1)",0.7,1,0.398202712
6,2,"Group-level (0.7,1)",0.7,1,0.098833426
6,3,"Group-level (0.7,1)",0.7,1,0.008589788
6,4,"Group-level (0.7,1)",0.7,1,0.000206638
7,0,"Group-level (0.7,1)",0.7,1,0.440371351
7,1,"Group-level (0.7,1)",0.7,1,0.418938132
7,2,"Group-level (0.7,1)",0.7,1,0.126335113
7,3,"Group-level (0.7,1)",0.7,1,0.013903452
7,4,"Group-level (0.7,1)",0.7,1,0.000451952
8,0,"Group-level (0.7,1)",0.7,1,0.392743035
8,1,"Group-level (0.7,1)",0.7,1,0.431987135
8,2,"Group-level (0.7,1)",0.7,1,0.153845348
8,3,"Group-level (0.7,1)",0.7,1,0.020577257
8,4,"Group-level (0.7,1)",0.7,1,0.000847224
9,0,"Group-level (0.7,1)",0.7,1,0.350565454
9,1,"Group-level (0.7,1)",0.7,1,0.438735769
9,2,"Group-level (0.7,1)",0.7,1,0.180714992
9,3,"Group-level (0.7,1)",0.7,1,0.028554498
9,4,"Group-level (0.7,1)",0.7,1,0.001429286
10,0,"Group-level (0.7,1)",0.7,1,0.313204464
10,1,"Group-level (0.7,1)",0.7,1,0.440364183
10,2,"Group-level (0.7,1)",0.7,1,0.206456275
10,3,"Group-level (0.7,1)",0.7,1,0.037742584
10,4,"Group-level (0.7,1)",0.7,1,0.002232495
11,0,"Group-level (0.7,1)",0.7,1,0.280099431
11,1,"Group-level (0.7,1)",0.7,1,0.43787406
11,2,"Group-level (0.7,1)",0.7,1,0.230714966
11,3,"Group-level (0.7,1)",0.7,1,0.048023901
11,4,"Group-level (0.7,1)",0.7,1,0.003287642
12,0,"Group-level (0.7,1)",0.7,1,0.250754883
12,1,"Group-level (0.7,1)",0.7,1,0.432112696
12,2,"Group-level (0.7,1)",0.7,1,0.253246522
12,3,"Group-level (0.7,1)",0.7,1,0.059264705
12,4,"Group-level (0.7,1)",0.7,1,0.004621195
13,0,"Group-level (0.7,1)",0.7,1,0.224733071
13,1,"Group-level (0.7,1)",0.7,1,0.42379411
13,2,"Group-level (0.7,1)",0.7,1,0.273895697
13,3,"Group-level (0.7,1)",0.7,1,0.071322297
13,4,"Group-level (0.7,1)",0.7,1,0.006254825
14,0,"Group-level (0.7,1)",0.7,1,0.201647353
14,1,"Group-level (0.7,1)",0.7,1,0.413517519
14,2,"Group-level (0.7,1)",0.7,1,0.292579205
14,3,"Group-level (0.7,1)",0.7,1,0.084050761
14,4,"Group-level (0.7,1)",0.7,1,0.008205162
15,0,"Group-level (0.7,1)",0.7,1,0.181156314
15,1,"Group-level (0.7,1)",0.7,1,0.401783476
15,2,"Group-level (0.7,1)",0.7,1,0.309271022
15,3,"Group-level (0.7,1)",0.7,1,0.097305453
15,4,"Group-level (0.7,1)",0.7,1,0.010483736
16,0,"Group-level (0.7,1)",0.7,1,0.162958543
16,1,"Group-level (0.7,1)",0.7,1,0.389007944
16,2,"Group-level (0.7,1)",0.7,1,0.323989994
16,3,"Group-level (0.7,1)",0.7,1,0.11094645
16,4,"Group-level (0.7,1)",0.7,1,0.013097069
17,0,"Group-level (0.7,1)",0.7,1,0.146787994
17,1,"Group-level (0.7,1)",0.7,1,0.375534556
17,2,"Group-level (0.7,1)",0.7,1,0.336789447
17,3,"Group-level (0.7,1)",0.7,1,0.124841124
17,4,"Group-level (0.7,1)",0.7,1,0.01604688
18,0,"Group-level (0.7,1)",0.7,1,0.132409872
18,1,"Group-level (0.7,1)",0.7,1,0.36164526
18,2,"Group-level (0.7,1)",0.7,1,0.347748516
18,3,"Group-level (0.7,1)",0.7,1,0.138865976
18,4,"Group-level (0.7,1)",0.7,1,0.019330375
19,0,"Group-level (0.7,1)",0.7,1,0.119616991
19,1,"Group-level (0.7,1)",0.7,1,0.347569559
19,2,"Group-level (0.7,1)",0.7,1,0.356964974
19,3,"Group-level (0.7,1)",0.7,1,0.152907869
19,4,"Group-level (0.7,1)",0.7,1,0.022940606
20,0,"Group-level (0.7,1)",0.7,1,0.108226537
20,1,"Group-level (0.7,1)",0.7,1,0.333492503
20,2,"Group-level (0.7,1)",0.7,1,0.36454933
20,3,"Group-level (0.7,1)",0.7,1,0.166864763
20,4,"Group-level (0.7,1)",0.7,1,0.026866867
21,0,"Group-level (0.7,1)",0.7,1,0.098077209
21,1,"Group-level (0.7,1)",0.7,1,0.319561598
21,2,"Group-level (0.7,1)",0.7,1,0.370620024
21,3,"Group-level (0.7,1)",0.7,1,0.180646047
21,4,"Group-level (0.7,1)",0.7,1,0.031095122
22,0,"Group-level (0.7,1)",0.7,1,0.089026692
22,1,"Group-level (0.7,1)",0.7,1,0.305892756
22,2,"Group-level (0.7,1)",0.7,1,0.375299556
22,3,"Group-level (0.7,1)",0.7,1,0.194172554
22,4,"Group-level (0.7,1)",0.7,1,0.035608443
23,0,"Group-level (0.7,1)",0.7,1,0.080949415
23,1,"Group-level (0.7,1)",0.7,1,0.292575415
23,2,"Group-level (0.7,1)",0.7,1,0.378711401
23,3,"Group-level (0.7,1)",0.7,1,0.207376319
23,4,"Group-level (0.7,1)",0.7,1,0.040387451
24,0,"Group-level (0.7,1)",0.7,1,0.073734571
24,1,"Group-level (0.7,1)",0.7,1,0.279676932
24,2,"Group-level (0.7,1)",0.7,1,0.380977596
24,3,"Group-level (0.7,1)",0.7,1,0.220200152
24,4,"Group-level (0.7,1)",0.7,1,0.045410748
25,0,"Group-level (0.7,1)",0.7,1,0.067284375
25,1,"Group-level (0.7,1)",0.7,1,0.267246338
25,2,"Group-level (0.7,1)",0.7,1,0.382216885
25,3,"Group-level (0.7,1)",0.7,1,0.232597062
25,4,"Group-level (0.7,1)",0.7,1,0.050655338
26,0,"Group-level (0.7,1)",0.7,1,0.061512517
26,1,"Group-level (0.7,1)",0.7,1,0.255317548
26,2,"Group-level (0.7,1)",0.7,1,0.382543333
26,3,"Group-level (0.7,1)",0.7,1,0.244529582
26,4,"Group-level (0.7,1)",0.7,1,0.05609702
27,0,"Group-level (0.7,1)",0.7,1,0.056342799
27,1,"Group-level (0.7,1)",0.7,1,0.243912084
27,2,"Group-level (0.7,1)",0.7,1,0.382065323
27,3,"Group-level (0.7,1)",0.7,1,0.255969028
27,4,"Group-level (0.7,1)",0.7,1,0.061710765
28,0,"Group-level (0.7,1)",0.7,1,0.051707938
28,1,"Group-level (0.7,1)",0.7,1,0.233041401
28,2,"Group-level (0.7,1)",0.7,1,0.380884877
28,3,"Group-level (0.7,1)",0.7,1,0.266894723
28,4,"Group-level (0.7,1)",0.7,1,0.067471061
29,0,"Group-level (0.7,1)",0.7,1,0.047548504
29,1,"Group-level (0.7,1)",0.7,1,0.222708834
29,2,"Group-level (0.7,1)",0.7,1,0.379097234
29,3,"Group-level (0.7,1)",0.7,1,0.277293198
29,4,"Group-level (0.7,1)",0.7,1,0.07335223
30,0,"Group-level (0.7,1)",0.7,1,0.043811988
30,1,"Group-level (0.7,1)",0.7,1,0.212911254
30,2,"Group-level (0.7,1)",0.7,1,0.376790641
30,3,"Group-level (0.7,1)",0.7,1,0.287157405
30,4,"Group-level (0.7,1)",0.7,1,0.079328712
31,0,"Group-level (0.7,1)",0.7,1,0.040451977
31,1,"Group-level (0.7,1)",0.7,1,0.20364045
31,2,"Group-level (0.7,1)",0.7,1,0.374046299
31,3,"Group-level (0.7,1)",0.7,1,0.296485948
31,4,"Group-level (0.7,1)",0.7,1,0.085375325
32,0,"Group-level (0.7,1)",0.7,1,0.037427432
32,1,"Group-level (0.7,1)",0.7,1,0.19488429
32,2,"Group-level (0.7,1)",0.7,1,0.370938455
32,3,"Group-level (0.7,1)",0.7,1,0.305282336
32,4,"Group-level (0.7,1)",0.7,1,0.091467486
33,0,"Group-level (0.7,1)",0.7,1,0.034702049
33,1,"Group-level (0.7,1)",0.7,1,0.186627677
33,2,"Group-level (0.7,1)",0.7,1,0.367534585
33,3,"Group-level (0.7,1)",0.7,1,0.313554282
33,4,"Group-level (0.7,1)",0.7,1,0.097581407
34,0,"Group-level (0.7,1)",0.7,1,0.032243694
34,1,"Group-level (0.7,1)",0.7,1,0.178853353
34,2,"Group-level (0.7,1)",0.7,1,0.363895648
34,3,"Group-level (0.7,1)",0.7,1,0.321313044
34,4,"Group-level (0.7,1)",0.7,1,0.103694261
35,0,"Group-level (0.7,1)",0.7,1,0.030023916
35,1,"Group-level (0.7,1)",0.7,1,0.171542546
35,2,"Group-level (0.7,1)",0.7,1,0.360076405
35,3,"Group-level (0.7,1)",0.7,1,0.328572811
35,4,"Group-level (0.7,1)",0.7,1,0.109784323
36,0,"Group-level (0.7,1)",0.7,1,0.028017504
36,1,"Group-level (0.7,1)",0.7,1,0.164675512
36,2,"Group-level (0.7,1)",0.7,1,0.356125762
36,3,"Group-level (0.7,1)",0.7,1,0.335350143
36,4,"Group-level (0.7,1)",0.7,1,0.115831078
37,0,"Group-level (0.7,1)",0.7,1,0.026202107
37,1,"Group-level (0.7,1)",0.7,1,0.158231964
37,2,"Group-level (0.7,1)",0.7,1,0.352087149
37,3,"Group-level (0.7,1)",0.7,1,0.341663464
37,4,"Group-level (0.7,1)",0.7,1,0.121815316
38,0,"Group-level (0.7,1)",0.7,1,0.024557896
38,1,"Group-level (0.7,1)",0.7,1,0.152191423
38,2,"Group-level (0.7,1)",0.7,1,0.347998891
38,3,"Group-level (0.7,1)",0.7,1,0.347532597
38,4,"Group-level (0.7,1)",0.7,1,0.127719192
39,0,"Group-level (0.7,1)",0.7,1,0.023067272
39,1,"Group-level (0.7,1)",0.7,1,0.146533489
39,2,"Group-level (0.7,1)",0.7,1,0.343894604
39,3,"Group-level (0.7,1)",0.7,1,0.35297836
39,4,"Group-level (0.7,1)",0.7,1,0.133526275
40,0,"Group-level (0.7,1)",0.7,1,0.021714595
40,1,"Group-level (0.7,1)",0.7,1,0.141238063
40,2,"Group-level (0.7,1)",0.7,1,0.339803564
40,3,"Group-level (0.7,1)",0.7,1,0.358022202
40,4,"Group-level (0.7,1)",0.7,1,0.139221575
41,0,"Group-level (0.7,1)",0.7,1,0.020485966
41,1,"Group-level (0.7,1)",0.7,1,0.136285507
41,2,"Group-level (0.7,1)",0.7,1,0.335751083
41,3,"Group-level (0.7,1)",0.7,1,0.362685893
41,4,"Group-level (0.7,1)",0.7,1,0.144791552
42,0,"Group-level (0.7,1)",0.7,1,0.019369013
42,1,"Group-level (0.7,1)",0.7,1,0.13165677
42,2,"Group-level (0.7,1)",0.7,1,0.331758859
42,3,"Group-level (0.7,1)",0.7,1,0.366991245
42,4,"Group-level (0.7,1)",0.7,1,0.150224112
43,0,"Group-level (0.7,1)",0.7,1,0.018352723
43,1,"Group-level (0.7,1)",0.7,1,0.127333481
43,2,"Group-level (0.7,1)",0.7,1,0.327845316
43,3,"Group-level (0.7,1)",0.7,1,0.37095989
43,4,"Group-level (0.7,1)",0.7,1,0.15550859
44,0,"Group-level (0.7,1)",0.7,1,0.017427279
44,1,"Group-level (0.7,1)",0.7,1,0.123298004
44,2,"Group-level (0.7,1)",0.7,1,0.324025918
44,3,"Group-level (0.7,1)",0.7,1,0.374613078
44,4,"Group-level (0.7,1)",0.7,1,0.160635721
45,0,"Group-level (0.7,1)",0.7,1,0.016583923
45,1,"Group-level (0.7,1)",0.7,1,0.119533484
45,2,"Group-level (0.7,1)",0.7,1,0.320313471
45,3,"Group-level (0.7,1)",0.7,1,0.377971522
45,4,"Group-level (0.7,1)",0.7,1,0.165597599
46,0,"Group-level (0.7,1)",0.7,1,0.015814837
46,1,"Group-level (0.7,1)",0.7,1,0.116023863
46,2,"Group-level (0.7,1)",0.7,1,0.316718398
46,3,"Group-level (0.7,1)",0.7,1,0.381055271
46,4,"Group-level (0.7,1)",0.7,1,0.170387632
47,0,"Group-level (0.7,1)",0.7,1,0.01511303
47,1,"Group-level (0.7,1)",0.7,1,0.112753886
47,2,"Group-level (0.7,1)",0.7,1,0.313248995
47,3,"Group-level (0.7,1)",0.7,1,0.383883603
47,4,"Group-level (0.7,1)",0.7,1,0.175000486
48,0,"Group-level (0.7,1)",0.7,1,0.014472252
48,1,"Group-level (0.7,1)",0.7,1,0.109709098
48,2,"Group-level (0.7,1)",0.7,1,0.309911668
48,3,"Group-level (0.7,1)",0.7,1,0.386474955
48,4,"Group-level (0.7,1)",0.7,1,0.179432028
49,0,"Group-level (0.7,1)",0.7,1,0.0138869
49,1,"Group-level (0.7,1)",0.7,1,0.106875826
49,2,"Group-level (0.7,1)",0.7,1,0.306711147
49,3,"Group-level (0.7,1)",0.7,1,0.388846866
49,4,"Group-level (0.7,1)",0.7,1,0.183679262
50,0,"Group-level (0.7,1)",0.7,1,0.013351953
50,1,"Group-level (0.7,1)",0.7,1,0.104241161
50,2,"Group-level (0.7,1)",0.7,1,0.303650686
50,3,"Group-level (0.7,1)",0.7,1,0.391015943
50,4,"Group-level (0.7,1)",0.7,1,0.187740257
51,0,"Group-level (0.7,1)",0.7,1,0.012862903
51,1,"Group-level (0.7,1)",0.7,1,0.101792929
51,2,"Group-level (0.7,1)",0.7,1,0.300732239
51,3,"Group-level (0.7,1)",0.7,1,0.392997844
51,4,"Group-level (0.7,1)",0.7,1,0.191614085
52,0,"Group-level (0.7,1)",0.7,1,0.012415699
52,1,"Group-level (0.7,1)",0.7,1,0.099519659
52,2,"Group-level (0.7,1)",0.7,1,0.297956625
52,3,"Group-level (0.7,1)",0.7,1,0.394807271
52,4,"Group-level (0.7,1)",0.7,1,0.195300746
53,0,"Group-level (0.7,1)",0.7,1,0.012006694
53,1,"Group-level (0.7,1)",0.7,1,0.097410555
53,2,"Group-level (0.7,1)",0.7,1,0.295323673
53,3,"Group-level (0.7,1)",0.7,1,0.396457983
53,4,"Group-level (0.7,1)",0.7,1,0.198801095
54,0,"Group-level (0.7,1)",0.7,1,0.011632602
54,1,"Group-level (0.7,1)",0.7,1,0.095455458
54,2,"Group-level (0.7,1)",0.7,1,0.292832354
54,3,"Group-level (0.7,1)",0.7,1,0.397962807
54,4,"Group-level (0.7,1)",0.7,1,0.202116778
55,0,"Group-level (0.7,1)",0.7,1,0.011290459
55,1,"Group-level (0.7,1)",0.7,1,0.093644815
55,2,"Group-level (0.7,1)",0.7,1,0.2904809
55,3,"Group-level (0.7,1)",0.7,1,0.399333671
55,4,"Group-level (0.7,1)",0.7,1,0.205250155
56,0,"Group-level (0.7,1)",0.7,1,0.010977584
56,1,"Group-level (0.7,1)",0.7,1,0.091969639
56,2,"Group-level (0.7,1)",0.7,1,0.288266911
56,3,"Group-level (0.7,1)",0.7,1,0.400581633
56,4,"Group-level (0.7,1)",0.7,1,0.208204233
57,0,"Group-level (0.7,1)",0.7,1,0.010691553
57,1,"Group-level (0.7,1)",0.7,1,0.09042148
57,2,"Group-level (0.7,1)",0.7,1,0.286187446
57,3,"Group-level (0.7,1)",0.7,1,0.401716919
57,4,"Group-level (0.7,1)",0.7,1,0.210982603
58,0,"Group-level (0.7,1)",0.7,1,0.010430167
58,1,"Group-level (0.7,1)",0.7,1,0.088992388
58,2,"Group-level (0.7,1)",0.7,1,0.284239115
58,3,"Group-level (0.7,1)",0.7,1,0.402748963
58,4,"Group-level (0.7,1)",0.7,1,0.213589367
59,0,"Group-level (0.7,1)",0.7,1,0.010191428
59,1,"Group-level (0.7,1)",0.7,1,0.087674884
59,2,"Group-level (0.7,1)",0.7,1,0.282418149
59,3,"Group-level (0.7,1)",0.7,1,0.403686455
59,4,"Group-level (0.7,1)",0.7,1,0.216029085
60,0,"Group-level (0.7,1)",0.7,1,0.009973523
60,1,"Group-level (0.7,1)",0.7,1,0.086461924
60,2,"Group-level (0.7,1)",0.7,1,0.280720467
60,3,"Group-level (0.7,1)",0.7,1,0.40453738
60,4,"Group-level (0.7,1)",0.7,1,0.218306706
61,0,"Group-level (0.7,1)",0.7,1,0.009774794
61,1,"Group-level (0.7,1)",0.7,1,0.085346877
61,2,"Group-level (0.7,1)",0.7,1,0.279141742
61,3,"Group-level (0.7,1)",0.7,1,0.405309069
61,4,"Group-level (0.7,1)",0.7,1,0.220427518
62,0,"Group-level (0.7,1)",0.7,1,0.009593731
62,1,"Group-level (0.7,1)",0.7,1,0.084323489
62,2,"Group-level (0.7,1)",0.7,1,0.277677447
62,3,"Group-level (0.7,1)",0.7,1,0.406008243
62,4,"Group-level (0.7,1)",0.7,1,0.22239709
63,0,"Group-level (0.7,1)",0.7,1,0.009428952
63,1,"Group-level (0.7,1)",0.7,1,0.083385862
63,2,"Group-level (0.7,1)",0.7,1,0.276322905
63,3,"Group-level (0.7,1)",0.7,1,0.406641059
63,4,"Group-level (0.7,1)",0.7,1,0.224221223
64,0,"Group-level (0.7,1)",0.7,1,0.009279189
64,1,"Group-level (0.7,1)",0.7,1,0.082528428
64,2,"Group-level (0.7,1)",0.7,1,0.275073332
64,3,"Group-level (0.7,1)",0.7,1,0.407213149
64,4,"Group-level (0.7,1)",0.7,1,0.225905901
65,0,"Group-level (0.7,1)",0.7,1,0.009143278
65,1,"Group-level (0.7,1)",0.7,1,0.081745928
65,2,"Group-level (0.7,1)",0.7,1,0.273923873
65,3,"Group-level (0.7,1)",0.7,1,0.407729672
65,4,"Group-level (0.7,1)",0.7,1,0.227457248
66,0,"Group-level (0.7,1)",0.7,1,0.009020147
66,1,"Group-level (0.7,1)",0.7,1,0.081033388
66,2,"Group-level (0.7,1)",0.7,1,0.272869634
66,3,"Group-level (0.7,1)",0.7,1,0.408195346
66,4,"Group-level (0.7,1)",0.7,1,0.228881485
67,0,"Group-level (0.7,1)",0.7,1,0.008908806
67,1,"Group-level (0.7,1)",0.7,1,0.080386101
67,2,"Group-level (0.7,1)",0.7,1,0.271905712
67,3,"Group-level (0.7,1)",0.7,1,0.408614489
67,4,"Group-level (0.7,1)",0.7,1,0.230184892
